ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
6917,Rolex Lady-Datejust 6917,W,United States of America,5.95,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/datejust-president-18k-yellow-gold-champagne-dial-ladies-26mm-watch-6917--id12879892.htm,https://cdn2.chrono24.com/images/uhren/images_92/s8/12879892_xxl_v1573221180516.jpg,Chrono24,lady.datejust,"
",Automatic,,,26,Yellow gold,,,,Champagne,Yellow gold,Gold,,,,"Excellent preowned ladies Rolex Datejust (ref. 6917; s/n: 6626xxx – 1980) in 18k yellow gold features champagne dial with index hour markers, fluted bezel and President bracelet with deployant buckle. Fits up to 5-3/4 inch wrist.
We are a family owned brick and mortar Jewelry Store specializing in fine new and pre-owned jewelry and watches. Each of our pre-owned watches is fully checked, serviced, and detailed. All items guaranteed authentic.",
1803,Rolex Day-Date 36 1803,U,United States of America,11,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/18kt-yellow-gold-bark-president--id12565306.htm,https://cdn2.chrono24.com/images/uhren/images_06/s3/12565306_xxl_v1570138892845.jpg,Chrono24,day.date 36,"
",Automatic,48,27,36,Yellow gold,10,Yellow gold,Plexiglass,Gold,Yellow gold,Gold,,,,"Rolex Day-Date (1803) self-winding automatic watch, features a 36mm 18k yellow gold case with a fluted bezel surrounding a champagne dial on an 18k yellow gold Bark bracelet with folding buckle. Functions include hours, minutes, seconds, day and date.  Rolex Trained and Certified Watchmaker has fully Serviced this watch.",
6265,Rolex Daytona 6265,U,United States of America,NaN,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/vintage-6265-daytona-cosmograph-reverse-panda-sigma-dial--id12671214.htm,https://cdn2.chrono24.com/images/uhren/images_14/s2/12671214_xxl_v1571267465495.jpg,Chrono24,daytona,"
",Manual winding,48,17,37,Steel,10,Steel,Plexiglass,Black,Steel,Steel,,,,,
126334,Rolex Datejust 126334,U,United States of America,11.749,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/datejust-41-new-2019-126334--id12856282.htm,https://cdn2.chrono24.com/images/uhren/images_82/s2/12856282_xxl_v1572990089792.jpg,Chrono24,datejust,"
",Automatic,70,31,41,Steel,10,White gold,Sapphire Glass,Blue,Steel,Steel,,,,,
116000,Rolex Oyster Perpetual 36 116000,U,United States of America,5.199,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/oyster-perpetual-36-blue-dial-oyster-steel-arabic-116000--id12678586.htm,https://cdn2.chrono24.com/images/uhren/images_86/s5/12678586_xxl_v1571339787994.jpg,Chrono24,oyster perpetual 36,"
",Automatic,48,31,36,Steel,10,Steel,Sapphire Glass,Blue,Steel,Steel,,,,,
6916,Rolex Oyster Perpetual Lady Date 6916,W,United States of America,3.19,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/ladies-rolex-datejust-silver-diamond-18k-white-gold--stainless-steel-watch--id12851272.htm,https://cdn2.chrono24.com/images/uhren/images_72/s2/12851272_xxl_v1572957033319.jpg,Chrono24,oyster perpetual lady date,"
",Automatic,,28,26,Steel,,White gold,Sapphire Glass,Silver,Steel,Steel,,,,,
116713LN,Rolex GMT-Master II 116713LN,U,United States of America,14.39,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/gmt-master-ii--id12263224.htm,https://cdn2.chrono24.com/images/uhren/images_24/s2/12263224_xxl_v1567221912870.jpg,Chrono24,gmt.master ii,"
",Automatic,48,31,40,Gold/Steel,10,Ceramic,Sapphire Glass,Black,Gold/Steel,Gold/Steel,,,,,
178274,Rolex Lady-Datejust 178274,W,United States of America,6.75,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/178274-steel-datejust--id8916864.htm,https://cdn2.chrono24.com/images/uhren/images_64/s8/8916864gross.jpg?v=1533848421427,Chrono24,lady.datejust,"
",Automatic,48,31,31,,10,White gold,Sapphire Glass,,Steel,Steel,,,,"Rolex Steel Model 178274SRO

Rolex Datejust

Stainless Steel Case

31mm

18K White Gold Fluted Bezel

Silver Dial

Roman Numerals

Oyster Bracelet

Model 178274

Certificate of Authenticity

Free Limited Lifetime Warranty",
116613LB,Rolex Submariner Date 116613LB,U,United States of America,13.6,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/submariner-date-new-two-tone-ceramic-blue-dial-116613lb--id12342889.htm,https://cdn2.chrono24.com/images/uhren/images_89/s8/12342889_xxl_v1567971206871.jpg,Chrono24,submariner date,"
",Automatic,50,31,40,Steel,30,Ceramic,Sapphire Glass,Blue,Gold/Steel,Gold/Steel,,,,,
116600,Rolex Sea-Dweller 4000 116600,U,Monaco,14.141,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/seadweller-116600--id13015509.htm,,Chrono24,sea.dweller 4000,"
",Automatic,,,40,Steel,120,,,Black,,,,,,"Nos livraisons ont une assurance qui couvre 100% de la valeur de la montre. Le client ne prend aucun risque lors des envois et sera remboursé dès que le transporteur utilisé confirmera par écrit la perte du colis (nous prenons en charge par anticipation le remboursement de l'assurance).
Toutes les commandes sont expédiées sous 24/48h après réception du paiement. Pour les commandes passées en weekend ou durant les jours fériés, elles seront traitées le premier jour travaillé suivant.
Le client recevra son numéro de suivi dés que l'expédition aura été effectuée.
Europe :
Pays membre de l'UE : Allemagne, Autriche, Belgique, Bulgarie, Chypre, Croatie, Danemark, Espagne, Estonie, Finlande, France, Grèce, Hongrie, Irlande, Italie, Lettonie, Lituanie, Luxembourg, Malte, Pays-Bas, Pologne, Portugal, République Tchèque, Roumanie, Royaume-Uni, Slovaquie, Slovénie, Suède.",
1601,Rolex Datejust 1601,U,United States of America,4.599,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/mens-rolex-datejust-18k-white-gold-pyramid-diamond--steel-black-dial-watch--id12851283.htm,https://cdn2.chrono24.com/images/uhren/images_83/s2/12851283_xxl_v1572957170796.jpg,Chrono24,datejust,"
",Automatic,,26,36,Steel,,White gold,Sapphire Glass,Black,Steel,Steel,,,,,
16613,Rolex Submariner Date 16613,U,United States of America,7.493,USD,Rolex,Preowned,Box not included and papers not included,https://www.chrono24.com/rolex//rolex/mint-2001-rolex-submariner-date-two-tone-18k-gold-stainless-black-16613-sel--id12943528.htm,https://cdn2.chrono24.com/images/uhren/images_28/s5/12943528_xxl_v1573779205615.jpg,Chrono24,submariner date,"
",Automatic,,,40,Gold/Steel,,Yellow gold,Sapphire Glass,Gold,,Silver,,,,,
114300,Rolex Oyster Perpetual 39 114300,U,United States of America,5.625,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/oyster-perpetual-39-114300-stainless-steel-rhodium-dial--id11906777.htm,https://cdn2.chrono24.com/images/uhren/images_77/s7/11906777_xxl_v1574197836654.jpg,Chrono24,oyster perpetual 39,"
",Automatic,48,31,39,Steel,10,Steel,Sapphire Glass,Grey,Steel,Steel,,,,,
126334,Rolex Datejust 126334,,United States of America,8.5,USD,Rolex,Preowned,Box included and papers included,https://www.chrono24.com/rolex//rolex/daetjust-ii--id12753775.htm,https://cdn2.chrono24.com/images/uhren/images_75/s7/12753775gross_v1572116183910.jpg,Chrono24,datejust,"
",,,,41,Steel,,,,Grey,Steel,Steel,,,,"Datejust II 126334 
 
The Rolex Datejust has become one of the more recognizable timepiece ever designed. This modern take, in steel with a slate grey dial with Roman numeral hour markers is a fresh take on an iconic timepiece. The perfect balance of sporty and refined, this particular example from 2015 is in spectacular like-new condition and comes complete with all accompanying boxes, manuals, and original warranty from Rolex.",
